728310ce a4f50e79 a53f7758 00000020 00000024 0 0
1b6d85d0 7b3c1912 191fcfe2 ff48a717 ff48a71b 0 1
f08dd247 54386873 02ae19ea ff48a717 ff48a71b 0 1
df95ad81 49c297a0 bdd801df ff48a717 ff48a71b 0 0
7c23ea72 60b8f044 5fa98103 ff48a71b ff48a71f 0 0
26d956be 92696cb9 e199e2f6 ff48a71f ff48a723 0 0
919b760c b1811f53 747084e3 ff48a723 ff48a727 0 1
331f9867 33bb62f7 1f4d459b ff48a723 ff48a727 0 0
be44db07 cda0e4b3 ef232983 ff48a727 ff48a72b 0 1
61016a79 9bc977e2 0495fb87 ff48a727 ff48a72b 0 0
543b7f0d 8164132b c49d0e71 ff48a72b ff48a72f 0 1
4ec5eeb0 9cf47c8f e0f2b850 ff48a72b ff48a72f 0 1
8b5879de 4d318d1c 4b4cdc58 ff48a72b ff48a72f 0 0
09a68878 ce3339a2 e375c3d3 ff48a72f ff48a733 0 1
d55d32a8 b065c5b2 d0f0bd3d ff48a72f ff48a733 0 1
cd217673 691f7924 8fef808a ff48a72f ff48a733 0 0
b5a5b906 8852aca3 0104082b ff48a733 ff48a737 0 0
9ef09f80 177df168 6a7d08b2 ff48a737 ff48a73b 0 0
1d35418b 6179d793 1c372d79 ff48a73b ff48a73f 0 0
927e16cb ca05907f f14c0eed ff48a73f ff48a743 0 1
1a779397 758c1041 ccb7d4b2 ff48a73f ff48a743 0 0
d8451b75 f9778837 ea8a56cf ff48a743 ff48a747 0 0
47ddd1b2 47a996d4 67f0d3f5 ff48a747 ff48a74b 0 1
df145bf4 02b7c949 6abbe1c2 ff48a747 ff48a74b 0 1
7be992bb cf6aba3e 7476a596 ff48a747 ff48a74b 2 1
13e13448 3a1f6660 2de156d8 ff48a747 ff48a74b 0 1
2585ed81 cd9d0f11 d1ad5365 ff48a747 ff48a74b 0 1
09281d6e 974cbc80 742ae0b1 ff48a747 ff48a74b 0 0
81d62b9b 358e1fb4 30e075ad ff48a74b ff48a74f 0 0
5867128d ea60c669 0fec6cf6 ff48a74f ff48a753 0 1
4eb04e8f bab3979e 8eaaae1e ff48a74f ff48a753 0 0
248d20fa 486f3623 34f9bdfb ff48a753 ff48a757 0 0
db07614c 8a5428f1 4f03c82a ff48a757 ff48a75b 0 0
53e22594 bbba2f88 06cd8132 ff48a75b ff48a75f 0 1
09c9d998 c6f0877f a3a85f78 ff48a75b ff48a75f 0 0
714675a5 d3ef140a 3e473252 ff48a75f ff48a763 0 0
fdafa361 264b1b7b 970ae864 ff48a763 ff48a767 0 1
ba15ea66 75312be5 d693ac0b ff48a763 ff48a767 0 0
5830efaf ae1e49df 4d9cdfad ff48a767 ff48a76b 0 1
c6a38712 fef9a384 58079296 ff48a767 ff48a76b 0 0
490d0782 ba362803 5fb8bd94 ff48a76b ff48a76f 0 1
bad22593 81418c2d 69bf2df3 ff48a76b ff48a76f 0 1
154e49e2 e9d70a55 64950b1a ff48a76b ff48a76f 0 0
e33757cc c4693415 7a2d8bf0 ff48a76f ff48a773 0 0
363f0686 4c08c112 0401d939 ff48a773 ff48a777 0 0
10c72d10 e0233b8f a202092e ff48a777 ff48a77b 0 0
59bdc5a6 849ebb28 a0fcff5e ff48a77b ff48a77f 0 1
8d00ba8d ae981c7b 9b649db9 ff48a77b ff48a77f 0 0
dc6d7025 fd568432 f0f55a86 ff48a77f ff48a783 0 0
d52880e8 e87f7ada 4c1cf9db ff48a783 ff48a787 1 1
df4b078c f12382d8 fd82cedd ff48a783 ff48a787 0 1
9d631692 1725b72d 43ae6c8e ff48a783 ff48a787 0 1
62f694eb c5aa0b7f 438230c7 ff48a783 ff48a787 0 1
bdd1fdda 12a3638c 93d7af6d ff48a783 ff48a787 0 0
e56003ee 15fdc9d0 ef0dc957 ff48a787 ff48a78b 0 0
768882ce 10887918 85681494 ff48a78b ff48a78f 0 1
0283457c e4e5fa42 05712b04 ff48a78b ff48a78f 0 1
244507ae 10fe2654 36bee252 ff48a78b ff48a78f 0 1
4359ada1 31ad667e 20b5e0b6 ff48a78b ff48a78f 0 1
c5e3a923 dd2852d7 3dd552ed ff48a78b ff48a78f 0 1
c4a63f54 fe0d8b18 9f83302b ff48a78b ff48a78f 0 1
98e8d133 f2f8ff8c 19fa5b70 ff48a78b ff48a78f 0 0
1c4c0134 b1f17860 bfed7491 ff48a78f ff48a793 0 0
de2d373f 93ee317f f0d9b24d ff48a793 ff48a797 0 0
02a376ef e98da281 527246ad ff48a797 ff48a79b 0 0
511befee d82bfa77 4e1d3752 ff48a79b ff48a79f 0 0
d3bba21d 41bfa0b5 42d5fdcb ff48a79f ff48a7a3 0 1
b54f593f 02bada1c f061ca1e ff48a79f ff48a7a3 0 0
2f203339 7379cee5 a8a48f66 ff48a7a3 ff48a7a7 0 1
edb7500d 2eacdc91 ce589288 ff48a7a3 ff48a7a7 0 0
c551b659 1f4cb3ff 0660e065 ff48a7a7 ff48a7ab 0 1
1840af77 3696b9f0 b4d5d9b1 ff48a7a7 ff48a7ab 0 1
1716e332 195c5c42 b2e39ef3 ff48a7a7 ff48a7ab 0 0
38095730 cce27c04 00cb6f0c ff48a7ab ff48a7af 0 0
f2bc5b75 ca74cb57 85302cdb ff48a7af ff48a7b3 0 1
d0bec8f9 9c0a52b8 d11d0cb0 ff48a7af ff48a7b3 0 1
de8e294c b518bc92 0c4fc8f3 ff48a7af ff48a7b3 0 0
ac3acb1c 017af56f 0f6b2b00 ff48a7b3 ff48a7b7 0 0
f40867c0 e5222832 2bc03042 ff48a7b7 ff48a7bb 0 1
2893bb4c ff67a047 5010b906 ff48a7b7 ff48a7bb 0 0
d62e6541 326b6ed7 18af3634 ff48a7bb ff48a7bf 0 0
82080ee6 3344d0d5 146eda13 ff48a7bf ff48a7c3 0 1
0cef9637 1165a708 a177eb8c ff48a7bf ff48a7c3 0 1
b7b85aec e22ad999 c0aff867 ff48a7bf ff48a7c3 0 0
7c2fb14d 02eea95a 356758c5 ff48a7c3 ff48a7c7 0 1
1c52bb48 bd001464 59111fec ff48a7c3 ff48a7c7 0 1
beada532 adc8c23a 05062b44 ff48a7c3 ff48a7c7 0 1
13217aed ef2883ef 427b152e ff48a7c3 ff48a7c7 0 0
b7968c3f 0d05f593 ada077de ff48a7c7 ff48a7cb 0 1
e9c8a5f3 00a3e838 8c9e3d4a ff48a7c7 ff48a7cb 0 1
a54fcd6f def82703 7bd410a1 ff48a7c7 ff48a7cb 0 1
d8b2c5d5 aa95a593 fd44b973 ff48a7c7 ff48a7cb 0 0
ba44e154 f0c3a14e 9507b268 ff48a7cb ff48a7cf 0 1
bef572f9 144e59f7 04e4d12c ff48a7cb ff48a7cf 0 1
2681fac9 906ddd48 307716bd ff48a7cb ff48a7cf 0 0
2138c78c fa18e61f 1635bdfd ff48a7cf ff48a7d3 0 1
46144c34 27967b00 2109d6e5 ff48a7cf ff48a7d3 0 0
86e8ef30 fb6d9ed1 5dff5fc8 ff48a7d3 ff48a7d7 0 1
c07ebe8b c36a3da0 3c79a6b3 ff48a7d3 ff48a7d7 0 0
04061c12 d0e9fd4e 46486661 ff48a7d7 ff48a7db 1 0
1524c3b9 d65f9938 884bdd21 04061c12 04061c16 0 0
47de5094 52dd6274 77c82460 04061c16 04061c1a 0 1
667e8a50 d1bdcfd7 0a100bb0 04061c16 04061c1a 0 1
5e98d357 7cbb6412 ce73af6b 04061c16 04061c1a 0 1
5f0d85de f999c007 af280363 04061c16 04061c1a 0 0
3de8581e a55dd827 ac6d5e0b 04061c1a 04061c1e 0 1
cc4ef41d f0a8d8d0 0700ae13 04061c1a 04061c1e 0 1
8c82622c 27844f90 602d040d 04061c1a 04061c1e 0 0
3f30cd34 5870e356 aaf5ccdb 04061c1e 04061c22 0 1
eba12e33 4598b14a c9fb688d 04061c1e 04061c22 0 0
d4c5e33b 0581983b 48a4e320 04061c22 04061c26 0 0
952e5926 8516a96b f75431a7 04061c26 04061c2a 0 0
6019cb2d a21b4572 5c586954 04061c2a 04061c2e 0 0
a3a56da3 2a132b1a b8ce7594 04061c2e 04061c32 0 1
5667e4c1 c252ef70 e73558e4 04061c2e 04061c32 0 1
a3947aaa 6f28712d 97c8e51e 04061c2e 04061c32 0 0
139e2908 b439673c 3dd72bcc 04061c32 04061c36 0 0
60060952 6d6f9760 6df08026 04061c36 04061c3a 0 0
e9d045ff 59e1bf7b 4abc4c18 04061c3a 04061c3e 0 0
2a22523c bb12b61d 6bf2e3a9 04061c3e 04061c42 0 1
5cf129b1 c0fff4f7 cf3ae53a 04061c3e 04061c42 0 0
4f951d4e 573510c7 5c1b60ac 04061c42 04061c46 0 0
3513ae81 26b5044e d7237f50 04061c46 04061c4a 0 0
b83de87b 477878a8 3caa4c13 04061c4a 04061c4e 0 0
73cb7b28 3214dc7b fe9fceba 04061c4e 04061c52 3 0
f86d73d9 c86e5451 4108d3c4 fe9fceba fe9fcebe 0 0
370b3275 e888bcf8 0dcb7667 fe9fcebe fe9fcec2 0 1
f1c4ed53 2d702c3e c4b28bbd fe9fcebe fe9fcec2 0 0
0f10e94e 50a4e3be 210924bb fe9fcec2 fe9fcec6 0 0
231538ef c0295176 3abe09e2 fe9fcec6 fe9fceca 0 0
f6fecc0d b874960d 4d8c930f fe9fceca fe9fcece 0 1
c77320cf 48df5417 49b1ccda fe9fceca fe9fcece 0 1
7d5be203 5c2970ba c0386cca fe9fceca fe9fcece 0 1
af0e4dbd f0055bc6 0d68a987 fe9fceca fe9fcece 0 0
89fe4700 3a6fc679 d723ac25 fe9fcece fe9fced2 0 0
4cd90198 87b1e9e5 44bcd2c6 fe9fced2 fe9fced6 0 0
07f57270 bff04fc4 ae1e8234 fe9fced6 fe9fceda 0 1
f403e5a8 91cf65af 2337dfc0 fe9fced6 fe9fceda 0 1
1be59da7 27d85684 77a9fe00 fe9fced6 fe9fceda 0 1
c8f4b612 1365296f bca25f4e fe9fced6 fe9fceda 0 1
d3f18136 6a61b845 d7fc9259 fe9fced6 fe9fceda 0 1
776953af 393aae73 9c9a0750 fe9fced6 fe9fceda 0 0
b8b5c697 25106d94 ea243ac7 fe9fceda fe9fcede 0 1
770a9426 989bc9b1 d45975ca fe9fceda fe9fcede 0 0
0314b81f 5f213c03 efbb0fe5 fe9fcede fe9fcee2 0 0
d3f64156 5cdd3e59 8d52733b fe9fcee2 fe9fcee6 0 1
39701cb5 b1dd40d8 e2983e79 fe9fcee2 fe9fcee6 0 1
99d47861 60aaf6bb 60c82e3c fe9fcee2 fe9fcee6 0 0
43fb1289 61bd9bce ab0f66cb fe9fcee6 fe9fceea 0 1
801b1b2b 0d6717ed e4b297e4 fe9fcee6 fe9fceea 3 1
47826261 6495d250 d3b69da6 fe9fcee6 fe9fceea 0 1
8524c236 d5e03a17 f7d4b8b8 fe9fcee6 fe9fceea 0 0
6a170dbc 53dcb9b7 cfcd440a fe9fceea fe9fceee 0 1
1745e5fb 8553a9f4 c7709e30 fe9fceea fe9fceee 0 0
ae0b4b16 9cfe524d 65ef7271 fe9fceee fe9fcef2 0 0
7d077363 9eb140a9 3c682d1c fe9fcef2 fe9fcef6 0 0
1f204cf9 6aadf26b a3de6330 fe9fcef6 fe9fcefa 0 0
77b83e09 c8b62392 601483da fe9fcefa fe9fcefe 0 0
cf2147a3 a66e744f bef298c3 fe9fcefe fe9fcf02 0 0
7222ae5a 9a7b418c 1c67bc62 fe9fcf02 fe9fcf06 0 0
1407bbd5 906a779a 8f21497d fe9fcf06 fe9fcf0a 0 1
0eac828e 7d04e69b bf3183f9 fe9fcf06 fe9fcf0a 0 0
8d8351be bcd6285b bc85071b fe9fcf0a fe9fcf0e 0 0
92b07ae0 1bc10d36 177d0b2b fe9fcf0e fe9fcf12 0 1
5d2d71e8 bdb60f95 8a1e6974 fe9fcf0e fe9fcf12 0 0
4657021a 5f05c91b 99de3644 fe9fcf12 fe9fcf16 0 1
8101f8cd db70323c 37c51440 fe9fcf12 fe9fcf16 0 1
0e4360c6 7077cde6 a2abdc3a fe9fcf12 fe9fcf16 0 1
26856eb9 05b493d5 1f4c6e87 fe9fcf12 fe9fcf16 0 0
b21432f2 819d7842 e13cb4b8 fe9fcf16 fe9fcf1a 0 1
04848cfe b1633721 b6d8373e fe9fcf16 fe9fcf1a 0 1
419d2202 f24f639b bf2f5218 fe9fcf16 fe9fcf1a 0 1
13934664 daed47d6 4a07c80f fe9fcf16 fe9fcf1a 0 0
77784d72 781c8364 a069a1c3 fe9fcf1a fe9fcf1e 0 0
cdedbc0b c0ff700e 3b5b8cc0 fe9fcf1e fe9fcf22 2 1
a3f6ea07 99ff68cb c5eaa8dd fe9fcf1e fe9fcf22 0 1
344df996 fa5dca93 67d60f4a fe9fcf1e fe9fcf22 0 0
ef00a8a2 b961568c bc947b90 fe9fcf22 fe9fcf26 0 1
4dd27b0a c3dc12a4 e1f0a3f7 fe9fcf22 fe9fcf26 0 1
266c9bbc 956b1472 684abf56 fe9fcf22 fe9fcf26 0 1
8fde686d e6965677 d8eb2a2d fe9fcf22 fe9fcf26 0 1
92bbdd63 5a9153ca bca80cb8 fe9fcf22 fe9fcf26 0 1
be94857b 981c1047 be768bec fe9fcf22 fe9fcf26 0 1
ebe9206f abc8dd81 5e10ae04 fe9fcf22 fe9fcf26 0 0
67b34750 31952305 d981aafb fe9fcf26 fe9fcf2a 0 0
0d4dbf70 9fdbe769 b99d102a fe9fcf2a fe9fcf2e 0 1
1573bbb3 4a1a61cb 31daf4ff fe9fcf2a fe9fcf2e 0 0
bd343388 8e98be19 18cc5553 fe9fcf2e fe9fcf32 0 0
5a6c686c c3f4f1ae d3fd2cf2 fe9fcf32 fe9fcf36 0 1
01a818a0 4b6f10cf d3e2f4ca fe9fcf32 fe9fcf36 0 0
e151f00c b041294a df19f93e fe9fcf36 fe9fcf3a 0 0
8df96a61 1cd30de1 2510ccdf fe9fcf3a fe9fcf3e 0 0
4214d6d4 8a4746da bbb4852e fe9fcf3e fe9fcf42 0 0
3067e52a cb1322cf 3eb53cfc fe9fcf42 fe9fcf46 0 1
bd8f18c2 8b6a07b6 a8592a5f fe9fcf42 fe9fcf46 0 0
875aa6c5 2acf238b 91a3340a fe9fcf46 fe9fcf4a 0 1
b1b4d8bc df6d5cb4 ee23aca1 fe9fcf46 fe9fcf4a 0 0
15106d7f fa1aef2a 77d2ac4a fe9fcf4a fe9fcf4e 0 1
8d6aad31 2e97ff26 0375a676 fe9fcf4a fe9fcf4e 0 1
73045395 76916fe6 c8e3eba7 fe9fcf4a fe9fcf4e 3 0
10eb7d8e 9a1ff28d 933dcb83 c8e3eba7 c8e3ebab 0 0
ef4ac6b2 277c01a3 882bfb54 c8e3ebab c8e3ebaf 0 0
e98cd615 a25e1793 7297267b c8e3ebaf c8e3ebb3 0 0
946182ba d8098406 3f99285b c8e3ebb3 c8e3ebb7 0 1
7c6a2eb7 6e530ff5 2420f577 c8e3ebb3 c8e3ebb7 0 0
8f7649f0 0499e016 a6e21d16 c8e3ebb7 c8e3ebbb 0 1
a7dc7554 39608039 80ce49c3 c8e3ebb7 c8e3ebbb 0 1
c930ac9a 4087d680 9d705772 c8e3ebb7 c8e3ebbb 0 1
72efaf2a a6f608c9 c39ceb41 c8e3ebb7 c8e3ebbb 0 1
725727b0 4f26d0c3 ed3487e6 c8e3ebb7 c8e3ebbb 0 0
1b182ac1 5c50c3d8 7c7977b5 c8e3ebbb c8e3ebbf 0 1
b31268dc 09da3ccc d82e22eb c8e3ebbb c8e3ebbf 0 1
c461ab11 57386722 50b6c30c c8e3ebbb c8e3ebbf 0 1
67ccc36b 18c17d53 159af452 c8e3ebbb c8e3ebbf 0 1
a1a2eb7b c156d69c 71eaf1ce c8e3ebbb c8e3ebbf 0 1
5b8160cb 01fc487f 4893803b c8e3ebbb c8e3ebbf 0 1
ba33213b 08fb6793 9aa36de8 c8e3ebbb c8e3ebbf 0 1
41370f46 02869119 9fae0dd0 c8e3ebbb c8e3ebbf 0 1
8080be84 1bc527fd 28ef217c c8e3ebbb c8e3ebbf 0 0
af86b92a 9255811e 6d343401 c8e3ebbf c8e3ebc3 0 0
d7b1e6d6 d7f1ecbc 80158e5b c8e3ebc3 c8e3ebc7 0 1
d4d058f2 e6ad6dd6 f6ee5ea9 c8e3ebc3 c8e3ebc7 0 1
4a3fb9ee 23021f9a 38c37c61 c8e3ebc3 c8e3ebc7 0 0
97022002 fa5e7853 80089c35 c8e3ebc7 c8e3ebcb 0 0
aa7a7570 08e698da a2bcca26 c8e3ebcb c8e3ebcf 3 0
a52e18b7 87c76f4c b173d09d a2bcca26 a2bcca2a 0 1
f498029c efac9f24 4b5a2513 a2bcca26 a2bcca2a 0 1
4d7c0add 656c673b 4cd667fe a2bcca26 a2bcca2a 0 1
d08003f0 ac86d9af 74a798ae a2bcca26 a2bcca2a 0 0
3c6644bc c9ac75df 4c474c43 a2bcca2a a2bcca2e 0 1
a16ccb0a c89c90e3 ab4c4bb8 a2bcca2a a2bcca2e 0 0
69e02e77 267ab07c 086ba869 a2bcca2e a2bcca32 0 0
4518f659 8366905d b3dc7634 a2bcca32 a2bcca36 0 1
25c828d2 f19a7c57 24c68fbe a2bcca32 a2bcca36 0 0
39391eca 9c8b11bd d2bfb0fb a2bcca36 a2bcca3a 0 1
bc15d223 568c0840 d9285910 a2bcca36 a2bcca3a 0 1
59028e19 ad9f241e 108cf57a a2bcca36 a2bcca3a 0 0
e186fd35 a91350c8 8c9d0756 a2bcca3a a2bcca3e 0 0
0b454b59 d94d403c f53d59ed a2bcca3e a2bcca42 0 1
237f7619 53bf7ee2 f5a92ef1 a2bcca3e a2bcca42 0 1
c07c3ef8 1cebd777 d9a1d147 a2bcca3e a2bcca42 0 0
5eaf6df9 45880acc ceff26d6 a2bcca42 a2bcca46 0 1
2b4c391f 9e9e72fd 23d479d9 a2bcca42 a2bcca46 0 0
0f9634e3 0a4c22f0 96dbceb2 a2bcca46 a2bcca4a 0 0
0d882e9f 29237857 56291945 a2bcca4a a2bcca4e 0 0
bb921e8d d46f5ae8 26b4c22f a2bcca4e a2bcca52 0 0
9665956b 990b1253 16c613e3 a2bcca52 a2bcca56 0 1
5aa22011 2d3fffc4 4ddd3343 a2bcca52 a2bcca56 0 0
3fe6de1f fce1427c ebc9b901 a2bcca56 a2bcca5a 0 1
3719d6e9 9ff03fd1 55862ba5 a2bcca56 a2bcca5a 3 1
0fea6274 0bf0eff6 b3cf16b7 a2bcca56 a2bcca5a 0 1
b10ce38f 78fb1de0 a5484c1f a2bcca56 a2bcca5a 0 0
a2a080a0 eede20b0 e8a87518 a2bcca5a a2bcca5e 0 1
a079560d 2c0b48b3 9930c674 a2bcca5a a2bcca5e 0 1
ea2456ef c2686fc8 ab0f495a a2bcca5a a2bcca5e 0 0
825d0ed3 9465bb4b 130413ca a2bcca5e a2bcca62 0 0
20949060 ad973dfe 547fcf34 a2bcca62 a2bcca66 0 1
cbcc09cd c5399d05 e00cd751 a2bcca62 a2bcca66 0 0
4fe325e1 a67ce88c e9b5662c a2bcca66 a2bcca6a 0 1
6e9c1b2c 9487dd42 7c3fbce5 a2bcca66 a2bcca6a 0 1
80a9045f 1b8b1f5a 8c7e5c64 a2bcca66 a2bcca6a 0 1
454c169c e868926d f47b5bda a2bcca66 a2bcca6a 0 1
357dbd26 6b83f81b b0a4f9df a2bcca66 a2bcca6a 0 0
f2b40677 ce42b7f0 a4a2e544 a2bcca6a a2bcca6e 0 1
994c804e 7b370db2 2dea922a a2bcca6a a2bcca6e 0 0
d820e08a 42cf00af 87359d0b a2bcca6e a2bcca72 0 0
bc249ec7 23a719bf bac14111 a2bcca72 a2bcca76 0 0
42787a62 b833b506 744d9d60 a2bcca76 a2bcca7a 0 0
4817314a 802c264f 6b141510 a2bcca7a a2bcca7e 0 1
0475ce97 af134095 d9c7e3ec a2bcca7a a2bcca7e 0 0
c284f39a ab554e8a 834ebb54 a2bcca7e a2bcca82 0 1
6995b2ba 8f267e56 e7862580 a2bcca7e a2bcca82 0 0
74318a7f f7bbeb96 759bb4e2 a2bcca82 a2bcca86 0 1
9c75239c 0fefdb65 5a689329 a2bcca82 a2bcca86 0 0
25681775 2cdc4a5c 8bb3632d a2bcca86 a2bcca8a 0 1
5cd5ba54 b4aa3f2d 39c5b197 a2bcca86 a2bcca8a 0 0
6c3889b0 d998e49d e5d2d7d8 a2bcca8a a2bcca8e 0 0
c13477f7 a403bfdb fdfd645a a2bcca8e a2bcca92 0 1
f0519d8d 886c0d7f e73a9d68 a2bcca8e a2bcca92 0 0
bbbf0a4c b38acc30 ac7e8c18 a2bcca92 a2bcca96 0 1
06f2eb0d 0eee76de f526cc3c a2bcca92 a2bcca96 0 0
0c6bd496 637c08a7 0adb1e62 a2bcca96 a2bcca9a 0 1
40cea4eb 70cc11fb 0c2aa394 a2bcca96 a2bcca9a 0 0
50d4a809 d8d9bdf5 af24a058 a2bcca9a a2bcca9e 0 0
2c7674b1 560affeb 38c7032e a2bcca9e a2bccaa2 0 1
5e6f599a 83766abb 457868bb a2bcca9e a2bccaa2 0 0
40219179 7a501178 a539e92c a2bccaa2 a2bccaa6 0 0
402b3a54 4c02646b ccd6f045 a2bccaa6 a2bccaaa 0 1
fe10aad1 0ec35e26 34ced86a a2bccaa6 a2bccaaa 0 0
99407f23 2d5dff49 53098f25 a2bccaaa a2bccaae 0 1
4ec93ce0 16019ff6 0a640451 a2bccaaa a2bccaae 0 0
83943928 341da755 ce47389c a2bccaae a2bccab2 0 1
6f10079d 6313bc5f 1deb75a9 a2bccaae a2bccab2 0 0
60242817 79c90c4f 17da213f a2bccab2 a2bccab6 0 0
edde3fbd 10feb490 3d0f3cb6 a2bccab6 a2bccaba 0 0
75357d2a 7b5195a6 41618343 a2bccaba a2bccabe 0 1
4a922dbf 5ae1b890 ecda8e55 a2bccaba a2bccabe 0 0
32ecf40e 7db9a3c8 691aed74 a2bccabe a2bccac2 0 0
12b186cb 3c20f79f 065377e6 a2bccac2 a2bccac6 0 0
319a61e3 142d60ef 11d541d8 a2bccac6 a2bccaca 0 1
aab2df45 c04ad1c6 575b8281 a2bccac6 a2bccaca 0 0
41e89e36 85db158a b50fdc8c a2bccaca a2bccace 0 0
16de892c 619e3b27 b03b4e24 a2bccace a2bccad2 0 1
edb318a9 9e81e9a9 7898ddee a2bccace a2bccad2 0 1
f508f109 d47d1d81 6c459583 a2bccace a2bccad2 0 1
ea358c61 1cb16bb6 f64c35f5 a2bccace a2bccad2 0 0
197c520f 0e17e329 9da93f6a a2bccad2 a2bccad6 0 1
78d02b3a 94a1706f 2c6d7f7e a2bccad2 a2bccad6 0 1
5a604b8f 3d2c71f8 0a7d6ee5 a2bccad2 a2bccad6 0 1
216e646c 03756dca 336d47a4 a2bccad2 a2bccad6 0 0
6753c103 2ece8b48 5b806062 a2bccad6 a2bccada 0 0
7f362c13 bd0a6f40 9fb3408c a2bccada a2bccade 0 1
61abbaaa 2bfb6d45 a24ee2f7 a2bccada a2bccade 0 1
e9005796 586dd419 725b8add a2bccada a2bccade 0 0
92577775 80260ca1 5345875b a2bccade a2bccae2 0 0
3b0b7c95 3a488d69 58a24ff3 a2bccae2 a2bccae6 0 1
e7b06996 d1a594e8 e22251f4 a2bccae2 a2bccae6 0 0
8ed59f6b 8a684b60 17181ba4 a2bccae6 a2bccaea 0 0
2a0226fd c97c7547 620fe4c1 a2bccaea a2bccaee 0 1
853d8743 a3da45f2 9a7f4fab a2bccaea a2bccaee 0 0
93152718 7cc4b64f 921e9570 a2bccaee a2bccaf2 0 1
78159003 1c64beff 57c2d56b a2bccaee a2bccaf2 0 0
4f3cff9a 30f139e0 539b8345 a2bccaf2 a2bccaf6 0 0
6e6d1716 89cc276e eb94572d a2bccaf6 a2bccafa 0 0
92c33b52 fcd68956 826d1227 a2bccafa a2bccafe 0 0
ba1b9d1d c15e2a47 8c1b3767 a2bccafe a2bccb02 0 0
b6bdf63a 04e01d47 f12c172b a2bccb02 a2bccb06 0 0
fa4bc572 e7f21189 092cb0e0 a2bccb06 a2bccb0a 0 0
806a06f8 cfa62b56 bac6dde3 a2bccb0a a2bccb0e 0 0
c1dbd76d f6b494ac 41d321e5 a2bccb0e a2bccb12 0 1
d251de6b 536b6bb3 bc6c9fb7 a2bccb0e a2bccb12 0 1
deaba69f a1a2b7a1 ebfb9374 a2bccb0e a2bccb12 0 1
84f7b63c 19e053b3 b3d24f45 a2bccb0e a2bccb12 0 0
93362717 d9294132 c4cc8e8c a2bccb12 a2bccb16 0 1
9eb54472 16abd89f 55cd655e a2bccb12 a2bccb16 0 1
2387f501 7b7f64c6 7c4e61bd a2bccb12 a2bccb16 0 1
8b3684c4 c6e6c8ae 3833a33f a2bccb12 a2bccb16 0 1
c8d49e87 4cccaf3f c1354874 a2bccb12 a2bccb16 0 1
010aaa81 80bcf61f ac779982 a2bccb12 a2bccb16 0 0
310a5dcf bda115b3 debb4f14 a2bccb16 a2bccb1a 0 0
46bbe6a3 68076c28 5e9749b9 a2bccb1a a2bccb1e 0 1
cd1a7a70 668b2152 5b675847 a2bccb1a a2bccb1e 0 0
979517a2 7e3c7d1b 02abb423 a2bccb1e a2bccb22 0 1
41fda7e9 0259ad0f 4ba26afa a2bccb1e a2bccb22 0 0
1647e51e f1d11388 a9985b08 a2bccb22 a2bccb26 0 1
58fc5cd2 be855d6e e7250889 a2bccb22 a2bccb26 0 0
12a8ad8a fb23f9da 7351ec38 a2bccb26 a2bccb2a 0 1
4c6b49e9 16be0fa2 beed5de4 a2bccb26 a2bccb2a 0 1
e12fd693 5a3ac5b6 654ff2b5 a2bccb26 a2bccb2a 0 1
f4246b98 cd4ed450 7c9f1428 a2bccb26 a2bccb2a 3 0
e0856853 e239aa48 b0a22421 7c9f1428 7c9f142c 0 1
cd9b4b9c a94bf176 b05358a1 7c9f1428 7c9f142c 0 1
65291885 c8fa8c9b 86d8c8a7 7c9f1428 7c9f142c 0 0
f298b2e7 b68cb794 721e0605 7c9f142c 7c9f1430 0 1
a5a7f868 d1139ac9 781c7e08 7c9f142c 7c9f1430 0 1
2a475258 ad1290ff 7450b098 7c9f142c 7c9f1430 0 1
175540e1 a0ef9270 1f0373b4 7c9f142c 7c9f1430 0 1
d8342749 1141d5af 1387806b 7c9f142c 7c9f1430 0 0
a0273d87 d144ce07 98513b0b 7c9f1430 7c9f1434 0 1
0f3eeaef 0c290c94 cf71cea0 7c9f1430 7c9f1434 0 0
08a3ba19 af70c923 298a1b28 7c9f1434 7c9f1438 0 0
1076ca78 85aa272e 4e37f1f4 7c9f1438 7c9f143c 0 0
f0fff4b2 a9fae465 6b57c5dc 7c9f143c 7c9f1440 0 1
4906ac27 424f805c df6ea82a 7c9f143c 7c9f1440 0 1
ee492a68 b0c6783c f040067f 7c9f143c 7c9f1440 0 0
63361731 8e85b8b0 1f94b90a 7c9f1440 7c9f1444 0 0
4cee4091 217792a2 5b2d8c92 7c9f1444 7c9f1448 0 0
8223db45 556d7aad 60933b26 7c9f1448 7c9f144c 0 1
ee1729a8 7d708658 b314c63e 7c9f1448 7c9f144c 0 1
7d6075a1 d168d8b7 c3943ff3 7c9f1448 7c9f144c 0 1
98ebabc2 c3795003 9cf1ab79 7c9f1448 7c9f144c 0 0
016e9fd3 ae19db9e 2908ac21 7c9f144c 7c9f1450 0 1
032a14fe 9830eb37 ecd82a7e 7c9f144c 7c9f1450 0 0
a5205f16 4fc9468c 2dbacd00 7c9f1450 7c9f1454 0 0
fa9a8c1a ef331f01 8ec54963 7c9f1454 7c9f1458 2 1
17282378 1da29cb9 d6502084 7c9f1454 7c9f1458 0 0
2dc23d94 990c7a3f 26014777 7c9f1458 7c9f145c 0 1
4f35f7c2 f7d1b233 6b21a20a 7c9f1458 7c9f145c 0 1
